Id,SalePrice
1461,104880.8941176061
1462,154427.58717242372
1463,179405.569053357
1464,196492.94081221707
1465,205285.95669313404
1466,181008.56978052715
1467,181443.38493742188
1468,176923.7065113841
1469,206296.2007166217
1470,105344.53868388105
1471,218430.12661219528
1472,128408.82663998543
1473,120938.28405646421
1474,172199.54217718868
1475,134598.66436430253
1476,310444.0907433764
1477,249027.42179168668
1478,291128.112336742
1479,271338.6137972153
1480,395349.15868326253
1481,290946.28915521805
1482,228995.1269083477
1483,173194.7250939291
1484,184840.5617553203
1485,199171.46141084074
1486,210702.5646617026
1487,285066.12907616724
1488,256132.1396253081
1489,187435.10009613284
1490,217808.6920670271
1491,203583.0647292782
1492,84413.20703403023
1493,200861.05244568782
1494,286115.9181072707
1495,288885.19582132716
1496,236107.1058504081
1497,192740.36723938258
1498,180403.69460741756
1499,179970.37704786262
1500,167280.4492920146
1501,199741.29776806547
1502,170594.99034330458
1503,268387.96328167315
1504,243998.23209132114
1505,225902.7557471823
1506,194362.23437386774
1507,247347.4612038415
1508,200656.041046771
1509,167660.11341580446
1510,145818.25733209262
1511,147742.5472280418
1512,166528.1266866692
1513,162452.1775916943
1514,177004.12080389843
1515,228284.27260750532
1516,163375.37978594587
1517,173686.25262125907
1518,146174.90316143492
1519,238839.20870884415
1520,125978.60709270206
1521,129330.82844705554
1522,200509.60513308528
1523,85473.27809108375
1524,99161.22472022241
1525,104497.71014391049
1526,105350.72737049498
1527,95911.43004656094
1528,144165.2908244112
1529,133330.84024115233
1530,191517.69368287316
1531,135710.09123526886
1532,90753.36797814607
1533,135407.49846693221
1534,134087.21241117828
1535,163834.6089077911
1536,106768.05034814379
1537,50858.38854991854
1538,179113.01915981923
1539,218621.61870352225
1540,129844.00667519006
1541,159849.04975487594
1542,151157.8786965909
1543,209191.55909675034
1544,54790.250762954354
1545,114476.58697902877
1546,153277.19699573005
1547,139930.3409763535
1548,129718.26835327526
1549,116435.78267109161
1550,137951.3847673086
1551,135269.20513090887
1552,129379.71197539777
1553,134464.98300069082
1554,126584.91033444996
1555,169299.8486294872
1556,87851.09612117708
1557,112416.90910286666
1558,104894.59256232856
1559,88039.80242810515
1560,142999.56175290374
1561,131436.11822066247
1562,117274.48672877136
1563,107685.26032398362
1564,185613.62646240206
1565,154851.25693550287
1566,232039.26699255034
1567,65242.682895923266
1568,221571.18446274265
1569,106815.26337177772
1570,142520.64842375135
1571,120225.9548146287
1572,137599.04369621607
1573,253197.82151216734
1574,126418.66427877895
1575,235730.33821892645
1576,238604.6571828134
1577,194062.91498423344
1578,143566.7393479098
1579,145656.36495944788
1580,215305.10106730997
1581,123435.5620158664
1582,121276.85914919456
1583,312442.83064939594
1584,228621.10576865962
1585,161956.18613014696
1586,49097.99272822542
1587,91385.85849256185
1588,135504.67040360183
1589,86394.98291100771
1590,149775.3440625011
1591,62125.06781031261
1592,134533.81739659654
1593,124481.3498014519
1594,126549.25567857153
1595,112023.60423683538
1596,227941.99277059664
1597,190380.7804621465
1598,200041.41766947438
1599,209881.0544778679
1600,204725.7497164146
1601,14447.04030707595
1602,122377.503483559
1603,55600.86204880173
1604,266254.9012263303
1605,264304.80090016965
1606,176498.15786966076
1607,200213.3484812635
1608,221188.71464788262
1609,190439.12696561567
1610,149966.9663344617
1611,145414.187335297
1612,163432.95992097235
1613,165687.13209173782
1614,129149.0401554911
1615,70650.792264994
1616,67322.71130492561
1617,87965.49015145283
1618,119194.82769541908
1619,120778.96655910369
1620,186350.12303556944
1621,145726.85260663787
1622,130782.8807304625
1623,273821.219780131
1624,211902.43266665796
1625,120121.51625870191
1626,197733.83739695605
1627,200396.6590144257
1628,289752.89399744594
1629,205835.747638796
1630,324854.73787105107
1631,220117.9752085004
1632,241588.36740128952
1633,193383.5999671293
1634,195653.20043964894
1635,186788.7027525208
1636,169468.7059760203
1637,176037.07458739472
1638,217449.5722764416
1639,197329.12910549738
1640,262734.6447778363
1641,211124.08520635194
1642,230671.2024432465
1643,237469.37097504572
1644,238676.74977502483
1645,201535.19980979874
1646,174560.4195678851
1647,186793.5169199598
1648,128711.11781716417
1649,122452.64840832818
1650,107927.80053995759
1651,111021.14277154487
1652,131484.4679540831
1653,126676.18405532581
1654,173526.9383366385
1655,174053.94942852203
1656,171058.35363847273
1657,175014.1773743406
1658,169589.5557009147
1659,147767.2183212398
1660,159584.85038712085
1661,381085.28487500316
1662,331209.7651423053
1663,329050.0623977748
1664,412130.65801183623
1665,287054.08435254544
1666,305524.50556932786
1667,314915.7776586106
1668,309228.36117395735
1669,287589.60999776353
1670,311890.9480848098
1671,262004.67591706687
1672,374660.2868686551
1673,279592.7001324261
1674,260208.30687421397
1675,206333.94967704988
1676,201496.01486029662
1677,225853.1754963852
1678,396656.67506732186
1679,323410.60354812373
1680,295580.55726837995
1681,260498.7446502084
1682,285876.82020925987
1683,209083.8781928823
1684,200961.2812095962
1685,181853.13032003073
1686,195339.8184930738
1687,191389.31141856196
1688,211930.23235815926
1689,205628.05760210566
1690,214378.19546887395
1691,202255.02840401838
1692,269129.32321226737
1693,188469.9642577879
1694,193486.4720441287
1695,192721.31176685402
1696,272314.1711989185
1697,192410.38917078008
1698,327646.956347344
1699,297813.9000447702
1700,244555.06383020198
1701,270686.35081932973
1702,256758.6495858985
1703,262770.2760728083
1704,289453.0995182493
1705,241169.40870666434
1706,377023.72815045505
1707,203461.46648852946
1708,202348.04034227342
1709,273163.872716486
1710,235524.35874065245
1711,266387.6222362411
1712,261323.4403003177
1713,266020.4970094403
1714,219859.6631018105
1715,204709.5972706494
1716,192023.00749619957
1717,187818.592844191
1718,135283.97762971395
1719,206559.38842085213
1720,251802.44532193406
1721,185382.80316671357
1722,116059.96016470413
1723,159965.3029150369
1724,219670.0465860283
1725,239923.92973254644
1726,174324.93502529664
1727,164413.75046354695
1728,185833.28786117444
1729,164088.74414914218
1730,190905.03930000053
1731,112371.73411982018
1732,120648.73626574641
1733,108443.75869627204
1734,109146.3386863363
1735,120329.00360661699
1736,99714.40985355224
1737,302155.06875518174
1738,228125.9270417376
1739,285252.81123281224
1740,213014.3074894196
1741,206226.0656920264
1742,185176.90593432705
1743,199792.6652087015
1744,267660.4986960406
1745,207370.27480024192
1746,243990.1931615877
1747,230693.47813498136
1748,225877.39546088176
1749,155764.78465798427
1750,155931.3397620283
1751,253609.77501945873
1752,107020.42036137218
1753,149008.52971309726
1754,230519.34969781246
1755,188706.90808289405
1756,110959.32047509239
1757,97493.8537633468
